,animal_id,animal_type,outcome_type
60048,A730030,Cat,Adoption
60049,A739197,Dog,Adoption
60050,A718245,Dog,Adoption
60051,A744287,Cat,Transfer
60052,A720001,Dog,Adoption
60053,A757615,Cat,Transfer
60054,A710842,Dog,Return to Owner
60055,A763722,Cat,Transfer
60056,A705452,Dog,Return to Owner
60057,A760810,Dog,Transfer
60058,A746274,Cat,Transfer
60059,A757192,Cat,Adoption
60060,A708133,Cat,Transfer
60061,A732454,Dog,Transfer
60062,A739727,Cat,Euthanasia
60063,A710916,Cat,Adoption
60064,A738444,Cat,Adoption
60065,A713770,Dog,Adoption
60066,A708390,Dog,Adoption
60067,A614433,Dog,Adoption
60068,A728147,Cat,Transfer
60069,A732866,Cat,Adoption
60070,A761450,Dog,Return to Owner
60071,A742593,Dog,Return to Owner
60072,A559229,Dog,Return to Owner
60073,A715248,Dog,Died
60074,A734205,Dog,Transfer
60075,A701509,Cat,Transfer
60076,A758137,Dog,Transfer
60077,A761420,Cat,Adoption
60078,A746561,Dog,Transfer
60079,A745116,Dog,Return to Owner
60080,A738143,Dog,Adoption
60081,A752280,Cat,Adoption
60082,A725591,Cat,Transfer
60083,A762881,Dog,Adoption
60084,A746461,Dog,Adoption
60085,A740796,Cat,Adoption
60086,A748516,Dog,Transfer
60087,A725152,Cat,Adoption
60088,A742432,Dog,Return to Owner
60089,A702060,Cat,Transfer
60090,A719328,Cat,Adoption
60091,A711462,Dog,Adoption
60092,A720966,Dog,Transfer
60093,A722543,Cat,Transfer
60094,A733320,Dog,Adoption
60095,A763101,Dog,Return to Owner
60096,A741864,Cat,Adoption
60097,A743725,Cat,Transfer
60098,A763379,Dog,Adoption
60099,A760293,Dog,Adoption
60100,A737749,Cat,Transfer
60101,A742349,Cat,Adoption
60102,A738141,Dog,Transfer
60103,A702003,Dog,Return to Owner
60104,A745082,Dog,Adoption
60105,A736209,Other,Euthanasia
60106,A699352,Dog,Adoption
60107,A760910,Dog,Adoption
60108,A730530,Dog,Return to Owner
60109,A714878,Dog,Transfer
60110,A754187,Cat,Transfer
60111,A730798,Cat,Transfer
60112,A745232,Other,Euthanasia
60113,A698204,Dog,Adoption
60114,A732866,Cat,Adoption
60115,A739333,Cat,Euthanasia
60116,A707409,Dog,Adoption
60117,A747160,Dog,Return to Owner
60118,A751693,Cat,Adoption
60119,A743529,Dog,Adoption
60120,A711943,Cat,Transfer
60121,A755277,Dog,Transfer
60122,A733872,Dog,Adoption
60123,A753401,Dog,Transfer
60124,A759811,Cat,Adoption
60125,A763213,Other,Euthanasia
60126,A725644,Cat,Adoption
60127,A721764,Other,Euthanasia
60128,A701717,Cat,Transfer
60129,A754384,Other,Euthanasia
60130,A741669,Cat,Adoption
60131,A759619,Cat,Adoption
60132,A710577,Cat,Transfer
60133,A716112,Cat,Adoption
60134,A703393,Dog,Transfer
60135,A728345,Dog,Adoption
60136,A705970,Dog,Transfer
60137,A712696,Dog,Transfer
60138,A747860,Cat,Transfer
60139,A740777,Dog,Adoption
60140,A760174,Dog,Return to Owner
60141,A718664,Dog,Return to Owner
60142,A730827,Dog,Adoption
60143,A433746,Dog,Transfer
60144,A565096,Cat,Return to Owner
60145,A719819,Dog,Transfer
60146,A761438,Dog,Transfer
60147,A707655,Dog,Died
60148,A565044,Dog,Adoption
60149,A714185,Cat,Adoption
60150,A750908,Cat,Adoption
60151,A726721,Dog,Return to Owner
60152,A722330,Dog,Adoption
60153,A758435,Cat,Transfer
60154,A729606,Dog,Adoption
60155,A706526,Cat,Transfer
60156,A744201,Dog,Adoption
60157,A730654,Cat,Adoption
60158,A759733,Cat,Adoption
60159,A742135,Cat,Adoption
60160,A756612,Cat,Adoption
60161,A752950,Dog,Adoption
60162,A721984,Dog,Return to Owner
60163,A758658,Dog,Adoption
60164,A725797,Cat,Adoption
60165,A707923,Cat,Euthanasia
60166,A752812,Cat,Adoption
60167,A734731,Dog,Return to Owner
60168,A727199,Cat,Adoption
60169,A723577,Cat,Adoption
60170,A742827,Cat,Adoption
60171,A733401,Dog,Adoption
60172,A718809,Dog,Adoption
60173,A749709,Cat,Adoption
60174,A746154,Other,Euthanasia
60175,A726330,Cat,Adoption
60176,A724704,Dog,Adoption
60177,A721399,Dog,Adoption
60178,A717708,Cat,Transfer
60179,A704064,Cat,Return to Owner
60180,A714014,Dog,Adoption
60181,A751314,Cat,Adoption
60182,A734712,Cat,Transfer
60183,A712651,Dog,Transfer
60184,A734055,Other,Euthanasia
60185,A746574,Dog,Transfer
60186,A699244,Dog,Adoption
60187,A736184,Cat,Adoption
60188,A711633,Dog,Transfer
60189,A743495,Dog,Adoption
60190,A759207,Dog,Adoption
60191,A708359,Dog,Adoption
60192,A718877,Dog,Return to Owner
60193,A755372,Dog,Transfer
60194,A736648,Cat,Transfer
60195,A745393,Dog,Return to Owner
60196,A700774,Cat,Transfer
60197,A709162,Cat,Transfer
60198,A710340,Cat,Adoption
60199,A749094,Dog,Adoption
60200,A726595,Dog,Adoption
60201,A750156,Cat,Adoption
60202,A744186,Dog,Return to Owner
60203,A695939,Dog,Return to Owner
60204,A719268,Dog,Adoption
60205,A735605,Cat,Transfer
60206,A711063,Dog,Transfer
60207,A706605,Dog,Adoption
60208,A763549,Dog,Return to Owner
60209,A757431,Cat,Transfer
60210,A718606,Dog,Adoption
60211,A756507,Other,Adoption
60212,A745789,Dog,Transfer
60213,A711030,Dog,Return to Owner
60214,A744416,Dog,Adoption
60215,A699365,Cat,Adoption
60216,A720815,Dog,Adoption
60217,A735889,Dog,Return to Owner
60218,A762030,Cat,Adoption
60219,A750701,Cat,Transfer
60220,A753130,Dog,Return to Owner
60221,A717414,Dog,Transfer
60222,A744794,Dog,Adoption
60223,A749474,Cat,Transfer
60224,A724077,Dog,Adoption
60225,A704775,Cat,Euthanasia
60226,A761097,Dog,Adoption
60227,A753110,Cat,Adoption
60228,A746895,Dog,Adoption
60229,A715085,Dog,Adoption
60230,A722838,Other,Euthanasia
60231,A758182,Dog,Adoption
60232,A753075,Cat,Adoption
60233,A707957,Cat,Adoption
60234,A701917,Dog,Return to Owner
60235,A716005,Dog,Euthanasia
60236,A758747,Dog,Transfer
60237,A763808,Cat,Return to Owner
60238,A736289,Cat,Adoption
60239,A614458,Dog,Euthanasia
60240,A726114,Dog,Return to Owner
60241,A720236,Cat,Transfer
60242,A723479,Dog,Return to Owner
60243,A747190,Cat,Adoption
60244,A721264,Dog,Transfer
60245,A641659,Dog,Transfer
60246,A739666,Dog,Adoption
60247,A742531,Cat,Adoption
60248,A702468,Cat,Transfer
60249,A744551,Dog,Adoption
60250,A719937,Dog,Adoption
60251,A708646,Cat,Adoption
60252,A726452,Dog,Euthanasia
60253,A730131,Dog,Adoption
60254,A720626,Dog,Return to Owner
60255,A710769,Dog,Return to Owner
60256,A734128,Cat,Transfer
60257,A738938,Cat,Adoption
60258,A722011,Cat,Adoption
60259,A738902,Cat,Transfer
60260,A751690,Cat,Adoption
60261,A750857,Dog,Adoption
60262,A731835,Cat,Adoption
60263,A726851,Dog,Return to Owner
60264,A712561,Cat,Transfer
60265,A677474,Dog,Euthanasia
60266,A743887,Dog,Adoption
60267,A748851,Cat,Transfer
60268,A708352,Cat,Transfer
60269,A762082,Cat,Return to Owner
60270,A711140,Dog,Transfer
60271,A758890,Dog,Return to Owner
60272,A726617,Cat,Adoption
60273,A751641,Cat,Euthanasia
60274,A700890,Dog,Adoption
60275,A741748,Dog,Adoption
60276,A699449,Other,Euthanasia
60277,A718551,Other,Euthanasia
60278,A738552,Cat,Adoption
60279,A760348,Dog,Return to Owner
60280,A713882,Dog,Return to Owner
60281,A716871,Cat,Transfer
60282,A749467,Cat,Adoption
60283,A754043,Cat,Adoption
60284,A699861,Dog,Adoption
60285,A701305,Dog,Euthanasia
60286,A762492,Dog,Adoption
60287,A737583,Dog,Adoption
60288,A708608,Cat,Adoption
60289,A705096,Other,Euthanasia
60290,A743721,Dog,Return to Owner
60291,A737230,Dog,Adoption
60292,A747435,Dog,Return to Owner
60293,A759425,Cat,Transfer
60294,A701702,Cat,Adoption
60295,A740286,Cat,Adoption
60296,A721519,Dog,Adoption
60297,A703072,Cat,Transfer
60298,A706071,Cat,Transfer
60299,A741315,Cat,Adoption
60300,A762967,Cat,Transfer
60301,A736866,Dog,Return to Owner
60302,A743131,Dog,Adoption
60303,A707456,Cat,Adoption
60304,A738908,Dog,Return to Owner
60305,A723898,Cat,Adoption
60306,A707033,Dog,Adoption
60307,A716565,Dog,Return to Owner
60308,A670161,Dog,Return to Owner
60309,A759798,Cat,Transfer
60310,A711947,Dog,Return to Owner
60311,A741905,Dog,Transfer
60312,A723558,Dog,Return to Owner
60313,A711691,Dog,Adoption
60314,A739349,Cat,Transfer
60315,A669582,Dog,Adoption
60316,A760803,Cat,Transfer
60317,A722247,Dog,Adoption
60318,A750147,Cat,Transfer
60319,A750850,Dog,Adoption
60320,A742035,Dog,Return to Owner
60321,A761302,Other,Euthanasia
60322,A754204,Cat,Transfer
60323,A731404,Dog,Transfer
60324,A702086,Dog,Transfer
60325,A703370,Cat,Adoption
60326,A718638,Other,Euthanasia
60327,A753998,Cat,Adoption
60328,A371344,Dog,Return to Owner
60329,A703184,Cat,Adoption
60330,A746692,Cat,Transfer
60331,A702725,Dog,Adoption
60332,A745636,Dog,Adoption
60333,A757419,Dog,Adoption
60334,A763273,Cat,Return to Owner
60335,A742114,Cat,Transfer
60336,A714500,Dog,Return to Owner
60337,A758956,Cat,Transfer
60338,A625910,Dog,Return to Owner
60339,A701797,Cat,Transfer
60340,A750574,Cat,Adoption
60341,A530460,Dog,Return to Owner
60342,A715345,Dog,Return to Owner
60343,A676557,Dog,Return to Owner
60344,A745252,Dog,Adoption
60345,A746339,Other,Died
60346,A734824,Cat,Transfer
60347,A703175,Dog,Adoption
60348,A752074,Dog,Return to Owner
60349,A740399,Dog,Adoption
60350,A732667,Dog,Adoption
60351,A734801,Dog,Adoption
60352,A711313,Cat,Transfer
60353,A732211,Dog,Adoption
60354,A709416,Cat,Adoption
60355,A727607,Dog,Transfer
60356,A704388,Dog,Adoption
60357,A703455,Other,Euthanasia
60358,A730888,Dog,Adoption
60359,A748661,Dog,Transfer
60360,A663488,Dog,Euthanasia
60361,A702324,Dog,Adoption
60362,A736069,Cat,Euthanasia
60363,A708835,Cat,Adoption
60364,A719899,Dog,Adoption
60365,A706283,Dog,Adoption
60366,A712552,Dog,Return to Owner
60367,A730991,Cat,Transfer
60368,A719074,Dog,Transfer
60369,A713369,Cat,Transfer
60370,A753981,Cat,Transfer
60371,A737693,Dog,Adoption
60372,A742402,Dog,Transfer
60373,A739975,Cat,Transfer
60374,A698487,Dog,Adoption
60375,A723693,Dog,Adoption
60376,A747356,Dog,Adoption
60377,A699834,Dog,Return to Owner
60378,A709967,Dog,Adoption
60379,A734335,Cat,Died
60380,A737010,Cat,Return to Owner
60381,A761742,Cat,Adoption
60382,A754837,Dog,Return to Owner
60383,A753366,Dog,Return to Owner
60384,A322813,Dog,Return to Owner
60385,A737804,Dog,Transfer
60386,A623561,Dog,Return to Owner
60387,A744633,Cat,Adoption
60388,A714041,Cat,Adoption
60389,A754501,Cat,Adoption
60390,A698737,Dog,Adoption
60391,A722369,Dog,Adoption
60392,A752575,Dog,Adoption
60393,A708855,Cat,Return to Owner
60394,A748337,Dog,Return to Owner
60395,A750876,Other,Transfer
60396,A648168,Dog,Adoption
60397,A747799,Cat,Transfer
60398,A718401,Dog,Transfer
60399,A724223,Cat,Transfer
60400,A740083,Dog,Adoption
60401,A711573,Dog,Return to Owner
60402,A699225,Cat,Adoption
60403,A708601,Cat,Adoption
60404,A719609,Dog,Return to Owner
60405,A758606,Dog,Transfer
60406,A703915,Dog,Adoption
60407,A697765,Dog,Adoption
60408,A714755,Cat,Adoption
60409,A707803,Dog,Adoption
60410,A744280,Dog,Return to Owner
60411,A719963,Dog,Adoption
60412,A730925,Cat,Transfer
60413,A561980,Dog,Return to Owner
60414,A716567,Dog,Transfer
60415,A736647,Cat,Adoption
60416,A744407,Dog,Transfer
60417,A711841,Dog,Transfer
60418,A703482,Dog,Return to Owner
60419,A704059,Dog,Adoption
60420,A732142,Dog,Adoption
60421,A696120,Dog,Euthanasia
60422,A734761,Cat,Adoption
60423,A750974,Dog,Adoption
60424,A759647,Cat,Adoption
60425,A617841,Dog,Return to Owner
60426,A760259,Cat,Transfer
60427,A525592,Cat,Adoption
60428,A720253,Cat,Adoption
60429,A721190,Dog,Return to Owner
60430,A743260,Dog,Adoption
60431,A760480,Dog,Adoption
60432,A743761,Dog,Return to Owner
60433,A711588,Dog,Transfer
60434,A732147,Dog,Adoption
60435,A727622,Dog,Adoption
60436,A704502,Dog,Adoption
60437,A763796,Cat,Transfer
60438,A757407,Cat,Adoption
60439,A750994,Cat,Adoption
60440,A705723,Dog,Adoption
60441,A703123,Dog,Transfer
60442,A710801,Cat,Adoption
60443,A702950,Cat,Transfer
60444,A749320,Cat,Transfer
60445,A722079,Cat,Return to Owner
60446,A721827,Dog,Transfer
60447,A543374,Dog,Adoption
60448,A708879,Dog,Adoption
60449,A749479,Cat,Adoption
60450,A759912,Dog,Transfer
60451,A733431,Cat,Transfer
60452,A701355,Other,Euthanasia
60453,A733115,Other,Euthanasia
60454,A757727,Dog,Adoption
60455,A718197,Dog,Adoption
60456,A733844,Cat,Euthanasia
60457,A738749,Dog,Adoption
60458,A738257,Cat,Transfer
60459,A741865,Cat,Adoption
60460,A712861,Cat,Transfer
60461,A726196,Cat,Adoption
60462,A718021,Dog,Transfer
60463,A734355,Cat,Transfer
60464,A747906,Dog,Adoption
60465,A725143,Dog,Transfer
60466,A716144,Dog,Return to Owner
60467,A730173,Dog,Adoption
60468,A705475,Cat,Euthanasia
60469,A650205,Dog,Adoption
60470,A707579,Dog,Adoption
60471,A747371,Cat,Adoption
60472,A710023,Dog,Adoption
60473,A697936,Dog,Return to Owner
60474,A761148,Dog,Transfer
60475,A746519,Dog,Adoption
60476,A737297,Cat,Transfer
60477,A706329,Cat,Adoption
60478,A729913,Cat,Transfer
60479,A751910,Dog,Adoption
60480,A727193,Dog,Return to Owner
60481,A753381,Cat,Transfer
60482,A739606,Cat,Adoption
60483,A716287,Other,Euthanasia
60484,A720462,Dog,Adoption
60485,A747767,Dog,Adoption
60486,A714604,Dog,Return to Owner
60487,A731902,Cat,Adoption
60488,A728624,Cat,Adoption
60489,A731970,Dog,Adoption
60490,A708394,Dog,Adoption
60491,A717734,Cat,Adoption
60492,A705835,Dog,Adoption
60493,A750887,Cat,Died
60494,A730842,Dog,Return to Owner
60495,A749985,Cat,Transfer
60496,A700762,Cat,Adoption
60497,A706313,Cat,Adoption
60498,A735423,Dog,Adoption
60499,A751497,Dog,Return to Owner
60500,A726568,Dog,Return to Owner
60501,A717929,Cat,Adoption
60502,A641520,Dog,Adoption
60503,A702058,Cat,Transfer
60504,A756823,Cat,Adoption
60505,A733208,Cat,Transfer
60506,A749850,Cat,Adoption
60507,A728041,Dog,Adoption
60508,A702256,Dog,Return to Owner
60509,A743568,Dog,Adoption
60510,A711675,Cat,Adoption
60511,A754494,Cat,Adoption
60512,A721199,Dog,Adoption
60513,A735101,Cat,Adoption
60514,A757317,Dog,Return to Owner
60515,A749392,Dog,Adoption
60516,A703853,Other,Transfer
60517,A752938,Cat,Transfer
60518,A713371,Cat,Return to Owner
60519,A750299,Cat,Transfer
60520,A701873,Dog,Transfer
60521,A715321,Dog,Return to Owner
60522,A759041,Dog,Adoption
60523,A731497,Dog,Adoption
60524,A724509,Dog,Euthanasia
60525,A727301,Dog,Transfer
60526,A672109,Dog,Return to Owner
60527,A720665,Dog,Return to Owner
60528,A732948,Dog,Transfer
60529,A753772,Cat,Adoption
60530,A710209,Dog,Transfer
60531,A763185,Dog,Adoption
60532,A746509,Dog,Adoption
60533,A755428,Cat,Transfer
60534,A736003,Cat,Transfer
60535,A726888,Dog,Adoption
60536,A732580,Dog,Transfer
60537,A751493,Dog,Adoption
60538,A753960,Cat,Adoption
60539,A746943,Cat,Adoption
60540,A703340,Dog,Adoption
60541,A702377,Cat,Return to Owner
60542,A739577,Cat,Adoption
60543,A744019,Cat,Adoption
60544,A734304,Dog,Adoption
60545,A648493,Dog,Return to Owner
60546,A731513,Dog,Return to Owner
60547,A710344,Cat,Transfer
60548,A747609,Cat,Adoption
60549,A726385,Cat,Adoption
60550,A743886,Dog,Return to Owner
60551,A751038,Cat,Adoption
60552,A743082,Cat,Return to Owner
60553,A727143,Dog,Transfer
60554,A751430,Dog,Return to Owner
60555,A742072,Dog,Transfer
60556,A702250,Dog,Return to Owner
60557,A737959,Dog,Return to Owner
60558,A728178,Cat,Transfer
60559,A598005,Dog,Return to Owner
60560,A707368,Cat,Adoption
60561,A762751,Cat,Adoption
60562,A712136,Dog,Adoption
60563,A732918,Cat,Euthanasia
60564,A762451,Dog,Transfer
60565,A710440,Other,Euthanasia
60566,A758300,Cat,Adoption
60567,A726847,Cat,Adoption
60568,A758819,Cat,Adoption
60569,A720127,Dog,Adoption
60570,A759545,Dog,Return to Owner
60571,A710862,Cat,Transfer
60572,A712494,Dog,Transfer
60573,A719534,Dog,Adoption
60574,A729423,Cat,Adoption
60575,A741703,Dog,Adoption
60576,A723350,Dog,Adoption
60577,A739952,Dog,Transfer
60578,A725351,Cat,Transfer
60579,A725432,Dog,Return to Owner
60580,A759025,Other,Euthanasia
60581,A712811,Cat,Return to Owner
60582,A758726,Cat,Adoption
60583,A763168,Cat,Transfer
60584,A754781,Dog,Adoption
60585,A741597,Dog,Adoption
60586,A728057,Dog,Return to Owner
60587,A759013,Dog,Return to Owner
60588,A758973,Cat,Transfer
60589,A714629,Dog,Adoption
60590,A723281,Dog,Transfer
60591,A741863,Dog,Return to Owner
60592,A501600,Dog,Return to Owner
60593,A761925,Cat,Adoption
60594,A747694,Cat,Transfer
60595,A733500,Cat,Adoption
60596,A746790,Dog,Adoption
60597,A738198,Dog,Adoption
60598,A740116,Dog,Adoption
60599,A738653,Cat,Adoption
60600,A745757,Dog,Adoption
60601,A730612,Cat,Transfer
60602,A583676,Dog,Return to Owner
60603,A725712,Dog,Adoption
60604,A593537,Dog,Return to Owner
60605,A729280,Cat,Transfer
60606,A751407,Cat,Transfer
60607,A712666,Dog,Adoption
60608,A738982,Dog,Adoption
60609,A738487,Dog,Return to Owner
60610,A732234,Cat,Transfer
60611,A722780,Dog,Adoption
60612,A761335,Cat,Adoption
60613,A705938,Dog,Return to Owner
60614,A701078,Cat,Adoption
60615,A701756,Dog,Adoption
60616,A722317,Other,Euthanasia
60617,A710413,Cat,Transfer
60618,A749927,Dog,Adoption
60619,A731295,Dog,Transfer
60620,A761242,Dog,Return to Owner
60621,A715132,Cat,Transfer
60622,A758574,Dog,Return to Owner
60623,A732257,Dog,Transfer
60624,A753009,Cat,Transfer
60625,A720576,Dog,Return to Owner
60626,A733945,Dog,Adoption
60627,A737806,Dog,Adoption
60628,A755822,Cat,Transfer
60629,A752078,Dog,Transfer
60630,A704202,Cat,Adoption
60631,A698796,Dog,Adoption
60632,A712583,Cat,Adoption
60633,A743589,Dog,Transfer
60634,A756436,Dog,Adoption
60635,A731272,Cat,Transfer
60636,A742153,Other,Adoption
60637,A762062,Cat,Transfer
60638,A702028,Cat,Transfer
60639,A738781,Cat,Transfer
60640,A752733,Other,Euthanasia
60641,A701041,Cat,Return to Owner
60642,A722461,Other,Euthanasia
60643,A710491,Cat,Adoption
60644,A701653,Dog,Adoption
60645,A749302,Cat,Return to Owner
60646,A737207,Cat,Transfer
60647,A407156,Dog,Return to Owner
60648,A749386,Cat,Euthanasia
60649,A716037,Dog,Adoption
60650,A721003,Cat,Transfer
60651,A706882,Dog,Transfer
60652,A700115,Cat,Adoption
60653,A727538,Dog,Adoption
60654,A718061,Dog,Return to Owner
60655,A702514,Cat,Transfer
60656,A698551,Dog,Return to Owner
60657,A745933,Other,Euthanasia
60658,A729901,Cat,Transfer
60659,A711722,Cat,Transfer
60660,A731852,Cat,Transfer
60661,A716575,Dog,Transfer
60662,A750507,Dog,Return to Owner
60663,A708030,Dog,Adoption
60664,A727995,Cat,Transfer
60665,A753274,Cat,Transfer
60666,A746001,Dog,Adoption
60667,A752819,Dog,Transfer
60668,A752943,Cat,Transfer
60669,A609882,Dog,Return to Owner
60670,A759673,Cat,Adoption
60671,A760568,Dog,Transfer
60672,A699391,Dog,Return to Owner
60673,A718556,Dog,Adoption
60674,A716447,Cat,Transfer
60675,A712277,Cat,Adoption
60676,A731161,Dog,Adoption
60677,A706830,Cat,Adoption
60678,A753233,Dog,Transfer
60679,A764135,Cat,Adoption
60680,A672468,Dog,Adoption
60681,A720274,Dog,Adoption
60682,A753090,Cat,Transfer
60683,A747710,Cat,Adoption
60684,A705159,Dog,Transfer
60685,A731692,Dog,Adoption
60686,A714303,Cat,Adoption
60687,A753889,Dog,Return to Owner
60688,A757916,Dog,Adoption
60689,A746978,Dog,Return to Owner
60690,A736735,Cat,Adoption
60691,A745558,Cat,Transfer
60692,A718910,Other,Transfer
60693,A753698,Other,Euthanasia
60694,A700929,Cat,Transfer
60695,A759829,Dog,Return to Owner
60696,A733603,Cat,Transfer
60697,A727477,Dog,Adoption
60698,A716517,Dog,Return to Owner
60699,A763370,Cat,Return to Owner
60700,A710682,Cat,Transfer
60701,A736603,Dog,Return to Owner
60702,A726369,Cat,Adoption
60703,A735969,Cat,Adoption
60704,A698924,Cat,Adoption
60705,A730939,Other,Euthanasia
60706,A738754,Dog,Return to Owner
60707,A735303,Dog,Return to Owner
60708,A739329,Dog,Adoption
60709,A759719,Dog,Return to Owner
60710,A735648,Dog,Adoption
60711,A745221,Other,Euthanasia
60712,A738481,Other,Euthanasia
60713,A706953,Dog,Euthanasia
60714,A737068,Dog,Return to Owner
60715,A713762,Dog,Adoption
60716,A717503,Dog,Adoption
60717,A758904,Cat,Transfer
60718,A706872,Dog,Return to Owner
60719,A723915,Dog,Transfer
60720,A700300,Cat,Transfer
60721,A751493,Dog,Adoption
60722,A739277,Dog,Adoption
60723,A713346,Cat,Adoption
60724,A726454,Dog,Adoption
60725,A747193,Other,Euthanasia
60726,A743588,Dog,Return to Owner
60727,A763945,Cat,Adoption
60728,A748120,Dog,Adoption
60729,A701741,Cat,Transfer
60730,A684012,Dog,Adoption
60731,A737520,Cat,Adoption
60732,A755502,Dog,Return to Owner
60733,A737024,Dog,Transfer
60734,A731038,Dog,Adoption
60735,A735591,Dog,Return to Owner
60736,A743890,Cat,Euthanasia
60737,A646377,Dog,Return to Owner
60738,A760786,Dog,Transfer
60739,A731533,Dog,Adoption
60740,A718877,Dog,Return to Owner
60741,A722216,Dog,Transfer
60742,A714141,Dog,Adoption
60743,A459989,Dog,Return to Owner
60744,A763246,Dog,Adoption
60745,A728587,Dog,Return to Owner
60746,A702608,Cat,Adoption
60747,A762781,Dog,Transfer
60748,A736840,Dog,Euthanasia
60749,A698591,Dog,Adoption
60750,A703289,Cat,Transfer
60751,A716412,Dog,Return to Owner
60752,A705048,Dog,Adoption
60753,A716692,Cat,Adoption
60754,A737817,Dog,Adoption
60755,A749684,Other,Euthanasia
60756,A752127,Cat,Adoption
60757,A705588,Dog,Adoption
60758,A702743,Dog,Adoption
60759,A705435,Dog,Adoption
60760,A738708,Cat,Adoption
60761,A753271,Dog,Adoption
60762,A755508,Dog,Adoption
60763,A704075,Dog,Return to Owner
60764,A371534,Dog,Return to Owner
60765,A729103,Cat,Return to Owner
60766,A707979,Cat,Adoption
60767,A738468,Other,Died
60768,A757977,Dog,Return to Owner
60769,A716345,Dog,Return to Owner
60770,A743727,Cat,Adoption
60771,A708248,Cat,Adoption
60772,A728657,Cat,Adoption
60773,A716211,Dog,Return to Owner
60774,A742375,Dog,Adoption
60775,A734544,Cat,Transfer
60776,A761513,Cat,Transfer
60777,A760815,Other,Euthanasia
60778,A566498,Dog,Return to Owner
60779,A761883,Cat,Adoption
60780,A759834,Cat,Transfer
60781,A734584,Dog,Adoption
60782,A711795,Cat,Return to Owner
60783,A736497,Dog,Return to Owner
60784,A695820,Dog,Adoption
60785,A634392,Dog,Return to Owner
60786,A715175,Dog,Adoption
60787,A750362,Cat,Adoption
60788,A740759,Dog,Adoption
60789,A762652,Dog,Adoption
60790,A734945,Dog,Adoption
60791,A719253,Dog,Transfer
60792,A729258,Dog,Transfer
60793,A701061,Cat,Adoption
60794,A741815,Cat,Died
60795,A702055,Dog,Adoption
60796,A752356,Dog,Adoption
60797,A704739,Dog,Adoption
60798,A752527,Dog,Adoption
60799,A706849,Dog,Died
60800,A723255,Other,Euthanasia
60801,A696155,Dog,Return to Owner
60802,A719608,Dog,Adoption
60803,A755712,Cat,Transfer
60804,A758534,Cat,Transfer
60805,A712515,Dog,Adoption
60806,A733139,Dog,Transfer
60807,A726730,Dog,Return to Owner
60808,A737673,Dog,Adoption
60809,A705590,Dog,Adoption
60810,A709342,Dog,Return to Owner
60811,A740686,Cat,Adoption
60812,A737157,Dog,Transfer
60813,A732344,Cat,Transfer
60814,A760340,Other,Euthanasia
60815,A757159,Other,Euthanasia
60816,A358879,Dog,Euthanasia
60817,A757921,Cat,Adoption
60818,A738074,Cat,Died
60819,A720223,Cat,Adoption
60820,A747401,Cat,Transfer
60821,A746264,Dog,Adoption
60822,A762416,Cat,Return to Owner
60823,A722819,Other,Euthanasia
60824,A759297,Cat,Adoption
60825,A742220,Dog,Adoption
60826,A757858,Dog,Adoption
60827,A721999,Dog,Adoption
60828,A724095,Dog,Adoption
60829,A705373,Cat,Transfer
60830,A752149,Dog,Return to Owner
60831,A738032,Cat,Adoption
60832,A706590,Dog,Return to Owner
60833,A713331,Cat,Transfer
60834,A707796,Dog,Return to Owner
60835,A707789,Dog,Adoption
60836,A755203,Other,Euthanasia
60837,A714327,Dog,Adoption
60838,A718048,Dog,Adoption
60839,A742635,Dog,Return to Owner
60840,A714054,Cat,Transfer
60841,A739318,Dog,Transfer
60842,A752406,Cat,Transfer
60843,A747724,Cat,Transfer
60844,A718711,Cat,Transfer
60845,A761065,Dog,Adoption
60846,A758262,Cat,Adoption
60847,A721449,Dog,Return to Owner
60848,A758739,Cat,Transfer
60849,A727095,Dog,Transfer
60850,A700171,Dog,Transfer
60851,A751321,Other,Transfer
60852,A700028,Dog,Adoption
60853,A729503,Dog,Return to Owner
60854,A758331,Cat,Adoption
60855,A722312,Other,Adoption
60856,A704194,Dog,Return to Owner
60857,A719314,Dog,Adoption
60858,A710613,Cat,Transfer
60859,A708826,Cat,Transfer
60860,A734698,Cat,Adoption
60861,A709255,Dog,Adoption
60862,A709918,Dog,Return to Owner
60863,A743366,Dog,Return to Owner
60864,A736149,Other,Euthanasia
60865,A703351,Cat,Transfer
60866,A743689,Cat,Adoption
60867,A704404,Cat,Adoption
60868,A752345,Cat,Euthanasia
60869,A725030,Cat,Adoption
60870,A704691,Dog,Adoption
60871,A718678,Dog,Adoption
60872,A702498,Dog,Adoption
60873,A697927,Cat,Adoption
60874,A763695,Dog,Transfer
60875,A726660,Dog,Adoption
60876,A705361,Cat,Transfer
60877,A739730,Cat,Adoption
60878,A730516,Dog,Adoption
60879,A736363,Cat,Adoption
60880,A698767,Dog,Adoption
60881,A719529,Cat,Adoption
60882,A704407,Cat,Adoption
60883,A758025,Cat,Died
60884,A705194,Cat,Adoption
60885,A746370,Dog,Transfer
60886,A747364,Cat,Adoption
60887,A338643,Dog,Adoption
60888,A683469,Dog,Adoption
60889,A489415,Cat,Adoption
60890,A760150,Other,Euthanasia
60891,A642185,Dog,Return to Owner
60892,A729817,Cat,Adoption
60893,A713538,Dog,Transfer
60894,A719135,Dog,Return to Owner
60895,A748770,Dog,Adoption
60896,A760787,Cat,Adoption
60897,A736448,Dog,Return to Owner
