,Animal ID,Type,Outcome Type
9052,A310718,Dog,Return To Owner
9053,A324903,Cat,Transfer
9054,A363728,Cat,Adoption
9055,A314490,Cat,Adoption
9056,A210982,Dog,Return To Owner
9057,A317558,Cat,Adoption
9058,A353227,Cat,Adoption
9059,A328609,Cat,Euthanize
9060,A372719,Cat,Euthanize
9061,A324307,Cat,Adoption
9062,A306170,Dog,Return To Owner
9063,A346922,Cat,Return To Owner
9064,A309257,Dog,Adoption
9065,A331314,Cat,Transfer
9066,A373369,Cat,Euthanize
9067,A372733,Dog,Transfer
9068,A351316,Cat,Adoption
9069,A362779,Dog,Transfer
9070,A211734,Dog,Return To Owner
9071,A264677,Dog,Return To Owner
9072,A306149,Cat,Adoption
9073,A337927,Cat,Euthanize
9074,A363988,Dog,Adoption
9075,A343438,Cat,Adoption
9076,A312853,Dog,Return To Owner
9077,A366593,Dog,Euthanize
9078,A316165,Dog,Return To Owner
9079,A374579,Dog,Return To Owner
9080,A353866,Dog,Return To Owner
9081,A369308,Cat,Euthanize
9082,A346432,Cat,Adoption
9083,A331958,Cat,Adoption
9084,A296165,Dog,Return To Owner
9085,A340580,Cat,Adoption
9086,A307004,Cat,Transfer
9087,A279975,Dog,Return To Owner
9088,A335429,Dog,Return To Owner
9089,A371287,Other,Transfer
9090,A338533,Other,Euthanize
9091,A352821,Other,Transfer
9092,A388189,Cat,Transfer
9093,A366692,Dog,Adoption
9094,A356548,Dog,Euthanize
9095,A352615,Cat,Adoption
9096,A341971,Dog,Transfer
9097,A372807,Dog,Transfer
9098,A314021,Dog,Return To Owner
9099,A362362,Cat,Transfer
9100,A362291,Dog,Transfer
9101,A283603,Dog,Return To Owner
9102,A340830,Dog,Return To Owner
9103,A383897,Dog,Return To Owner
9104,A391333,Dog,Transfer
9105,A321168,Cat,Transfer
9106,A390894,Cat,Adoption
9107,A324896,Dog,Adoption
9108,A338000,Cat,Adoption
9109,A303130,Cat,Return To Owner
9110,A311433,Dog,Adoption
9111,A329562,Dog,Adoption
9112,A306099,Dog,Return To Owner
9113,A366437,Dog,Euthanize
9114,A337596,Cat,Adoption
9115,A316410,Cat,Transfer
9116,A277598,Dog,Adoption
9117,A364027,Dog,Transfer
9118,A039933,Dog,Adoption
9119,A349578,Dog,Return To Owner
9120,A341321,Cat,Adoption
9121,A326760,Dog,Return To Owner
9122,A311423,Cat,Transfer
9123,A357017,Dog,Return To Owner
9124,A354270,Other,Adoption
9125,A344669,Cat,Adoption
9126,A384084,Other,Adoption
9127,A345466,Dog,Return To Owner
9128,A344456,Cat,Transfer
9129,A036366,Dog,Return To Owner
9130,A352181,Dog,Return To Owner
9131,A324449,Dog,Adoption
9132,A342559,Dog,Return To Owner
9133,A355094,Dog,Euthanize
9134,A333368,Dog,Euthanize
9135,A392213,Cat,Euthanize
9136,A339870,Dog,Return To Owner
9137,A329424,Dog,Return To Owner
9138,A309219,Cat,Transfer
9139,A362203,Dog,Transfer
9140,A336605,Dog,Return To Owner
9141,A313038,Cat,Adoption
9142,A317927,Dog,Return To Owner
9143,A321706,Cat,Adoption
9144,A353889,Cat,Euthanize
9145,A352236,Dog,Return To Owner
9146,A353570,Cat,Euthanize
9147,A327021,Other,Transfer
9148,A308297,Cat,Return To Owner
9149,A306020,Dog,Return To Owner
9150,A331486,Dog,Return To Owner
9151,A366730,Dog,Return To Owner
9152,A389215,Cat,Transfer
9153,A391521,Dog,Return To Owner
9154,A025472,Dog,Return To Owner
9155,A362604,Other,Transfer
9156,A316371,Dog,Euthanize
9157,A339806,Dog,Transfer
9158,A343805,Cat,Euthanize
9159,A391558,Cat,Return To Owner
9160,A362759,Other,Transfer
9161,A318065,Cat,Adoption
9162,A390093,Cat,Adoption
9163,A291778,Dog,Return To Owner
9164,A372840,Dog,Transfer
9165,A387354,Cat,Adoption
9166,A314616,Dog,Return To Owner
9167,A340574,Cat,Transfer
9168,A344440,Dog,Return To Owner
9169,A329685,Cat,Adoption
9170,A335105,Other,Euthanize
9171,A344461,Cat,Adoption
9172,A287682,Dog,Transfer
9173,A327295,Cat,Euthanize
9174,A266164,Dog,Return To Owner
9175,A326285,Cat,Return To Owner
9176,A329815,Dog,Return To Owner
9177,A308663,Cat,Return To Owner
9178,A337136,Dog,Euthanize
9179,A378503,Cat,Euthanize
9180,A308280,Cat,Euthanize
9181,A356584,Dog,Return To Owner
9182,A335362,Dog,Adoption
9183,A335157,Other,Adoption
9184,A329817,Cat,Adoption
9185,A378509,Cat,Transfer
9186,A363789,Cat,Return To Owner
9187,A316082,Dog,Euthanize
9188,A028561,Dog,Return To Owner
9189,A297122,Dog,Return To Owner
9190,A322298,Dog,Return To Owner
9191,A233140,Dog,Return To Owner
9192,A368070,Dog,Return To Owner
9193,A342334,Dog,Euthanize
9194,A374833,Other,Transfer
9195,A309464,Cat,Transfer
9196,A367972,Dog,Return To Owner
9197,A349273,Cat,Adoption
9198,A313163,Cat,Euthanize
9199,A269601,Dog,Transfer
9200,A338149,Dog,Adoption
9201,A376278,Dog,Return To Owner
9202,A345736,Dog,Euthanize
9203,A366351,Cat,Transfer
9204,A339473,Cat,Adoption
9205,A351359,Dog,Return To Owner
9206,A349130,Dog,Adoption
9207,A350893,Dog,Adoption
9208,A369091,Other,Transfer
9209,A363792,Other,Adoption
9210,A344823,Dog,Euthanize
9211,A342296,Cat,Adoption
9212,A327798,Cat,Adoption
9213,A332630,Dog,Euthanize
9214,A374217,Dog,Transfer
9215,A309040,Cat,Adoption
9216,A305204,Dog,Adoption
9217,A375699,Cat,Adoption
9218,A346435,Dog,Transfer
9219,A333030,Dog,Euthanize
9220,A389368,Dog,Adoption
9221,A353450,Cat,Transfer
9222,A391848,Dog,Return To Owner
9223,A390378,Dog,Return To Owner
9224,A309218,Cat,Transfer
9225,A379819,Cat,Return To Owner
9226,A309252,Cat,Transfer
9227,A315748,Dog,Return To Owner
9228,A329177,Dog,Return To Owner
9229,A377442,Dog,Euthanize
9230,A387998,Cat,Transfer
9231,A341143,Cat,Transfer
9232,A306114,Dog,Return To Owner
9233,A329949,Other,Euthanize
9234,A391933,Dog,Adoption
9235,A354105,Dog,Return To Owner
9236,A309147,Dog,Adoption
9237,A303905,Dog,Return To Owner
9238,A325081,Dog,Return To Owner
9239,A377607,Cat,Disposal
9240,A333172,Dog,Return To Owner
9241,A256618,Dog,Return To Owner
9242,A321446,Dog,Return To Owner
9243,A391232,Dog,Return To Owner
9244,A369191,Dog,Adoption
9245,A387992,Dog,Euthanize
9246,A321466,Cat,Adoption
9247,A342486,Dog,Return To Owner
9248,A369469,Dog,Transfer
9249,A322470,Cat,Adoption
9250,A313435,Dog,Return To Owner
9251,A360977,Dog,Return To Owner
9252,A357029,Cat,Transfer
9253,A301038,Cat,Transfer
9254,A375167,Other,Transfer
9255,A314259,Dog,Adoption
9256,A302227,Other,Died
9257,A018973,Dog,Euthanize
9258,A312382,Dog,Euthanize
9259,A332143,Dog,Return To Owner
9260,A331466,Cat,Adoption
9261,A339358,Dog,Euthanize
9262,A386671,Cat,Transfer
9263,A378595,Cat,Adoption
9264,A305781,Dog,Euthanize
9265,A388018,Dog,Transfer
9266,A372392,Other,Transfer
9267,A390822,Cat,Euthanize
9268,A303613,Dog,Adoption
9269,A311842,Dog,Return To Owner
9270,A329895,Cat,Euthanize
9271,A374244,Other,Transfer
9272,A361690,Other,Transfer
9273,A368952,Other,Transfer
9274,A323028,Other,Transfer
9275,A313603,Dog,Euthanize
9276,A334428,Dog,Euthanize
9277,A371172,Other,Transfer
9278,A369174,Dog,Return To Owner
9279,A347009,Dog,Euthanize
9280,A311378,Dog,Adoption
9281,A312591,Cat,Adoption
9282,A336005,Cat,Adoption
9283,A323139,Cat,Adoption
9284,A336955,Dog,Return To Owner
9285,A362700,Cat,Return To Owner
9286,A345466,Dog,Return To Owner
9287,A302700,Dog,Adoption
9288,A334773,Dog,Return To Owner
9289,A361021,Cat,Adoption
9290,A361198,Cat,Adoption
9291,A377779,Other,Transfer
9292,A326039,Dog,Return To Owner
9293,A338072,Dog,Return To Owner
9294,A312946,Other,Transfer
9295,A375529,Dog,Return To Owner
9296,A363879,Cat,Transfer
9297,A386405,Other,Euthanize
9298,A362297,Dog,Transfer
9299,A361192,Cat,Euthanize
9300,A341187,Cat,Transfer
9301,A381687,Cat,Adoption
9302,A312932,Dog,Adoption
9303,A345995,Dog,Return To Owner
9304,A308167,Dog,Adoption
9305,A334951,Cat,Escaped/Stolen
9306,A388022,Dog,Transfer
9307,A206163,Dog,Return To Owner
9308,A336952,Dog,Adoption
9309,A309784,Dog,Return To Owner
9310,A316995,Dog,Adoption
9311,A341587,Cat,Adoption
9312,A368117,Dog,Disposal
9313,A231439,Dog,Return To Owner
9314,A316814,Cat,Adoption
9315,A312407,Cat,Adoption
9316,A311616,Dog,Adoption
9317,A324313,Cat,Transfer
9318,A382041,Dog,Transfer
9319,A312502,Cat,Euthanize
9320,A355204,Cat,Euthanize
9321,A377604,Cat,Disposal
9322,A317066,Dog,Adoption
9323,A365275,Dog,Transfer
9324,A301700,Dog,Transfer
9325,A310328,Cat,Transfer
9326,A379774,Dog,Return To Owner
9327,A388819,Other,Adoption
9328,A375932,Dog,Adoption
9329,A387984,Cat,Transfer
9330,A327909,Cat,Adoption
9331,A375250,Dog,Adoption
9332,A334025,Cat,Euthanize
9333,A308381,Dog,Return To Owner
9334,A384816,Other,Transfer
9335,A308155,Cat,Return To Owner
9336,A352676,Cat,Transfer
9337,A372083,Dog,Return To Owner
9338,A323173,Dog,Euthanize
9339,A317695,Other,Euthanize
9340,A339331,Cat,Euthanize
9341,A326066,Dog,Return To Owner
9342,A367819,Other,Transfer
9343,A246963,Dog,Adoption
9344,A314656,Cat,Adoption
9345,A391170,Dog,Transfer
9346,A377140,Other,Euthanize
9347,A374649,Cat,Adoption
9348,A304551,Cat,Adoption
9349,A343277,Cat,Euthanize
9350,A383802,Dog,Transfer
9351,A227633,Dog,Return To Owner
9352,A384129,Other,Adoption
9353,A390782,Cat,Transfer
9354,A343518,Dog,Return To Owner
9355,A329642,Dog,Euthanize
9356,A365460,Cat,Return To Owner
9357,A316664,Cat,Return To Owner
9358,A340692,Cat,Euthanize
9359,A358634,Dog,Euthanize
9360,A312467,Cat,Return To Owner
9361,A313321,Dog,Return To Owner
9362,A384702,Dog,Adoption
9363,A334965,Cat,Euthanize
9364,A361170,Cat,Transfer
9365,A314705,Cat,Return To Owner
9366,A337785,Cat,Euthanize
9367,A329370,Dog,Adoption
9368,A337085,Cat,Adoption
9369,A312060,Dog,Return To Owner
9370,A382550,Other,Adoption
9371,A363987,Dog,Adoption
9372,A307912,Dog,Return To Owner
9373,A323981,Cat,Adoption
9374,A374414,Other,Euthanize
9375,A343052,Cat,Adoption
9376,A314178,Dog,Transfer
9377,A331385,Cat,Disposal
9378,A349582,Dog,Adoption
9379,A302151,Dog,Transfer
9380,A362652,Cat,Transfer
9381,A273794,Dog,Return To Owner
9382,A375479,Other,Euthanize
9383,A375896,Cat,Adoption
9384,A386133,Dog,Euthanize
9385,A370790,Dog,Adoption
9386,A371078,Dog,Return To Owner
9387,A353548,Dog,Euthanize
9388,A393046,Cat,Transfer
9389,A316043,Dog,Adoption
9390,A340246,Cat,Adoption
9391,A313013,Dog,Return To Owner
9392,A338991,Dog,Transfer
9393,A337164,Cat,Adoption
9394,A356796,Cat,Adoption
9395,A307630,Dog,Adoption
9396,A390794,Cat,Euthanize
9397,A387863,Cat,Adoption
9398,A361196,Cat,Adoption
9399,A314369,Dog,Adoption
9400,A342894,Dog,Adoption
9401,A319058,Dog,Return To Owner
9402,A329413,Dog,Return To Owner
9403,A340588,Other,Euthanize
9404,A306023,Dog,Return To Owner
9405,A258136,Dog,Return To Owner
9406,A364000,Dog,Adoption
9407,A356458,Dog,Return To Owner
9408,A331567,Dog,Adoption
9409,A337702,Cat,Adoption
9410,A301846,Dog,Adoption
9411,A384671,Dog,Return To Owner
9412,A298317,Dog,Euthanize
9413,A315551,Cat,Adoption
9414,A326988,Cat,Euthanize
9415,A298129,Dog,Return To Owner
9416,A339426,Cat,Return To Owner
9417,A390780,Cat,Adoption
9418,A308492,Dog,Return To Owner
9419,A362293,Dog,Transfer
9420,A323852,Dog,Return To Owner
9421,A329595,Cat,Euthanize
9422,A285894,Dog,Return To Owner
9423,A384823,Cat,Return To Owner
9424,A245509,Dog,Return To Owner
9425,A313159,Cat,Adoption
9426,A286137,Dog,Return To Owner
9427,A365063,Dog,Transfer
9428,A362500,Dog,Return To Owner
9429,A366778,Dog,Adoption
9430,A310280,Dog,Euthanize
9431,A376217,Cat,Transfer
9432,A342653,Cat,Adoption
9433,A275136,Dog,Return To Owner
9434,A299475,Dog,Return To Owner
9435,A339074,Cat,Adoption
9436,A331980,Dog,Return To Owner
9437,A338796,Dog,Return To Owner
9438,A305276,Cat,Transfer
9439,A314230,Dog,Euthanize
9440,A335396,Dog,Adoption
9441,A216077,Cat,Adoption
9442,A355208,Other,Transfer
9443,A260173,Dog,Return To Owner
9444,A324568,Cat,Euthanize
9445,A329937,Other,Euthanize
9446,A308369,Cat,Return To Owner
9447,A309529,Dog,Return To Owner
9448,A381909,Dog,Transfer
9449,A386036,Dog,Return To Owner
9450,A371173,Other,Transfer
9451,A390898,Cat,Adoption
9452,A307043,Dog,Return To Owner
9453,A292837,Dog,Return To Owner
9454,A334033,Dog,Return To Owner
9455,A390082,Dog,Adoption
9456,A378500,Dog,Transfer
9457,A348157,Cat,Euthanize
9458,A316380,Cat,Return To Owner
9459,A356296,Dog,Euthanize
9460,A389588,Dog,Return To Owner
9461,A386573,Dog,Return To Owner
9462,A280853,Dog,Return To Owner
9463,A355732,Other,Return To Owner
9464,A356406,Cat,Return To Owner
9465,A302594,Dog,Adoption
9466,A310495,Dog,Adoption
9467,A354038,Cat,Adoption
9468,A328131,Cat,Euthanize
9469,A300522,Dog,Adoption
9470,A317060,Dog,Return To Owner
9471,A287613,Cat,Adoption
9472,A363998,Dog,Adoption
9473,A370674,Cat,Adoption
9474,A374333,Dog,Return To Owner
9475,A369360,Other,Return To Owner
9476,A391138,Cat,Transfer
9477,A354506,Other,Euthanize
9478,A310194,Cat,Adoption
9479,A354127,Dog,Return To Owner
9480,A386254,Cat,Transfer
9481,A309489,Dog,Return To Owner
9482,A386743,Dog,Euthanize
9483,A367446,Dog,Euthanize
9484,A302495,Cat,Adoption
9485,A324960,Cat,Adoption
9486,A326057,Dog,Transfer
9487,A337161,Cat,Adoption
9488,A308294,Cat,Return To Owner
9489,A362649,Dog,Return To Owner
9490,A229901,Dog,Return To Owner
9491,A377199,Dog,Adoption
9492,A336676,Dog,Return To Owner
9493,A341997,Cat,Euthanize
9494,A308296,Cat,Return To Owner
9495,A317893,Dog,Return To Owner
9496,A347521,Cat,Transfer
9497,A386547,Other,Adoption
9498,A320050,Cat,Return To Owner
9499,A338178,Cat,Adoption
9500,A331606,Dog,Adoption
9501,A312857,Dog,Return To Owner
9502,A354537,Dog,Return To Owner
9503,A353892,Cat,Euthanize
9504,A388743,Dog,Euthanize
9505,A371246,Dog,Return To Owner
9506,A314771,Dog,Return To Owner
9507,A339518,Cat,Return To Owner
9508,A302192,Cat,Adoption
9509,A371176,Other,Transfer
9510,A352599,Cat,Adoption
9511,A307406,Cat,Adoption
9512,A326895,Dog,Return To Owner
9513,A354714,Cat,Return To Owner
9514,A390416,Dog,Return To Owner
9515,A325027,Cat,Euthanize
9516,A331585,Dog,Return To Owner
9517,A368770,Dog,Euthanize
9518,A342053,Dog,Adoption
9519,A346239,Dog,Adoption
9520,A317478,Cat,Transfer
9521,A337950,Cat,Adoption
9522,A334343,Dog,Euthanize
9523,A301397,Dog,Return To Owner
9524,A325038,Cat,Adoption
9525,A342086,Dog,Return To Owner
9526,A313048,Cat,Adoption
9527,A356425,Cat,Euthanize
9528,A316829,Dog,Return To Owner
9529,A302685,Dog,Return To Owner
9530,A310372,Dog,Adoption
9531,A311915,Other,Euthanize
9532,A338085,Dog,Adoption
9533,A381261,Dog,Return To Owner
9534,A333064,Other,Transfer
9535,A364130,Cat,Euthanize
9536,A302219,Other,Euthanize
9537,A363996,Dog,Adoption
9538,A387351,Cat,Adoption
9539,A307605,Cat,Adoption
9540,A324243,Cat,Return To Owner
9541,A310390,Cat,Transfer
9542,A313902,Dog,Return To Owner
9543,A309156,Dog,Return To Owner
9544,A301053,Dog,Return To Owner
9545,A309313,Dog,Euthanize
9546,A331827,Dog,Adoption
9547,A369371,Other,Transfer
9548,A313041,Dog,Return To Owner
9549,A387861,Cat,Adoption
9550,A380351,Dog,Transfer
9551,A293155,Dog,Return To Owner
9552,A385842,Other,Transfer
9553,A341584,Cat,Adoption
9554,A370185,Other,Transfer
9555,A307115,Dog,Adoption
9556,A307406,Cat,Adoption
9557,A388749,Dog,Return To Owner
9558,A305879,Dog,Return To Owner
9559,A318729,Dog,Return To Owner
9560,A332513,Cat,Adoption
9561,A368089,Dog,Return To Owner
9562,A370506,Other,Adoption
9563,A248264,Dog,Return To Owner
9564,A363763,Dog,Return To Owner
9565,A302870,Dog,Adoption
9566,A306436,Cat,Adoption
9567,A324693,Dog,Euthanize
9568,A338451,Cat,Adoption
9569,A316444,Cat,Adoption
9570,A289266,Dog,Return To Owner
9571,A315145,Dog,Adoption
9572,A342027,Dog,Return To Owner
9573,A336592,Dog,Adoption
9574,A334015,Dog,Adoption
9575,A326021,Dog,Return To Owner
9576,A235878,Dog,Return To Owner
9577,A355890,Dog,Euthanize
9578,A321490,Dog,Adoption
9579,A340573,Cat,Transfer
9580,A310335,Cat,Adoption
9581,A338687,Other,Euthanize
9582,A338538,Cat,Adoption
9583,A339475,Cat,Adoption
9584,A326637,Dog,Return To Owner
9585,A341613,Cat,Transfer
9586,A326677,Cat,Return To Owner
9587,A339244,Dog,Adoption
9588,A305377,Cat,Adoption
9589,A354139,Cat,Transfer
9590,A312332,Dog,Return To Owner
9591,A298612,Cat,Disposal
9592,A374938,Cat,Transfer
9593,A279960,Dog,Euthanize
9594,A374793,Cat,Adoption
9595,A347237,Other,Transfer
9596,A362017,Cat,Transfer
9597,A260775,Dog,Return To Owner
9598,A334530,Dog,Return To Owner
9599,A351296,Cat,Transfer
9600,A347125,Dog,Transfer
9601,A226226,Dog,Return To Owner
9602,A348046,Cat,Adoption
9603,A356538,Dog,Adoption
9604,A341881,Cat,Adoption
9605,A324739,Cat,Adoption
9606,A360448,Dog,Transfer
9607,A326100,Dog,Return To Owner
9608,A370156,Dog,Adoption
9609,A271596,Dog,Euthanize
9610,A360755,Cat,Adoption
9611,A309082,Dog,Return To Owner
9612,A340812,Cat,Return To Owner
9613,A322293,Dog,Adoption
9614,A299681,Dog,Return To Owner
9615,A308235,Other,Died
9616,A324801,Cat,Adoption
9617,A329256,Cat,Adoption
9618,A386945,Dog,Return To Owner
9619,A332249,Dog,Adoption
9620,A344857,Dog,Adoption
9621,A326887,Dog,Euthanize
9622,A343230,Dog,Return To Owner
9623,A305503,Cat,Transfer
9624,A339885,Dog,Transfer
9625,A382209,Dog,Transfer
9626,A332659,Other,Died
9627,A391109,Cat,Adoption
9628,A363983,Cat,Adoption
9629,A337811,Dog,Adoption
9630,A316935,Dog,Adoption
9631,A333170,Dog,Return To Owner
9632,A354304,Cat,Euthanize
9633,A389073,Cat,Adoption
9634,A349944,Cat,Adoption
9635,A326007,Cat,Transfer
9636,A305262,Dog,Return To Owner
9637,A026796,Dog,Return To Owner
9638,A324987,Dog,Adoption
9639,A329289,Cat,Euthanize
9640,A323171,Dog,Return To Owner
9641,A341713,Dog,Return To Owner
9642,A329398,Dog,Return To Owner
9643,A331832,Cat,Return To Owner
9644,A306349,Dog,Transfer
9645,A324491,Other,Adoption
9646,A352603,Cat,Adoption
9647,A374245,Other,Euthanize
9648,A376225,Dog,Return To Owner
9649,A322412,Cat,Adoption
9650,A387890,Cat,Return To Owner
9651,A370178,Dog,Return To Owner
9652,A345468,Dog,Adoption
9653,A385044,Dog,Adoption
9654,A313031,Cat,Adoption
9655,A338151,Dog,Adoption
9656,A331400,Dog,Return To Owner
9657,A369182,Dog,Return To Owner
9658,A390028,Cat,Transfer
9659,A362648,Cat,Return To Owner
9660,A383908,Dog,Return To Owner
9661,A266701,Dog,Adoption
9662,A006149,Dog,Return To Owner
9663,A390465,Dog,Return To Owner
9664,A307169,Dog,Return To Owner
9665,A341115,Cat,Transfer
9666,A341105,Cat,Transfer
9667,A322734,Cat,Adoption
9668,A292182,Dog,Return To Owner
9669,A364842,Dog,Adoption
9670,A316447,Dog,Transfer
9671,A327310,Cat,Return To Owner
9672,A377503,Cat,Euthanize
9673,A318208,Dog,Return To Owner
9674,A339076,Other,Return To Owner
9675,A322799,Dog,Transfer
9676,A329727,Dog,Euthanize
9677,A326626,Dog,Euthanize
9678,A307090,Other,Adoption
9679,A384641,Dog,Adoption
9680,A317371,Dog,Return To Owner
9681,A339394,Cat,Euthanize
9682,A346728,Dog,Return To Owner
9683,A360620,Cat,Transfer
9684,A344792,Cat,Euthanize
9685,A345886,Cat,Euthanize
9686,A314194,Cat,Euthanize
9687,A392057,Dog,Return To Owner
9688,A301027,Dog,Return To Owner
9689,A334454,Cat,Transfer
9690,A324816,Cat,Euthanize
9691,A369365,Other,Return To Owner
9692,A374835,Dog,Adoption
9693,A272303,Dog,Return To Owner
9694,A337944,Cat,Euthanize
9695,A356627,Dog,Adoption
9696,A298247,Dog,Return To Owner
9697,A373023,Dog,Euthanize
9698,A312128,Cat,Adoption
9699,A340645,Dog,Adoption
9700,A390524,Cat,Euthanize
9701,A352532,Dog,Return To Owner
9702,A018291,Dog,Return To Owner
9703,A355602,Cat,Transfer
9704,A300680,Dog,Euthanize
9705,A370696,Dog,Adoption
9706,A327958,Cat,Transfer
9707,A340078,Dog,Return To Owner
9708,A305231,Dog,Return To Owner
9709,A390887,Dog,Return To Owner
9710,A204814,Dog,Return To Owner
9711,A305655,Dog,Euthanize
9712,A309351,Cat,Adoption
9713,A333417,Dog,Adoption
9714,A377975,Other,Adoption
9715,A343586,Dog,Return To Owner
9716,A025716,Dog,Return To Owner
9717,A313398,Dog,Adoption
9718,A314367,Dog,Adoption
9719,A286600,Dog,Return To Owner
9720,A315939,Dog,Adoption
9721,A370635,Cat,Adoption
9722,A362585,Dog,Adoption
9723,A304640,Dog,Return To Owner
9724,A271764,Cat,Adoption
9725,A329609,Other,Transfer
9726,A356363,Cat,Adoption
9727,A375080,Dog,Transfer
9728,A380349,Cat,Adoption
9729,A344727,Dog,Adoption
9730,A322484,Cat,Adoption
9731,A308378,Cat,Transfer
9732,A389992,Other,Transfer
9733,A291103,Dog,Euthanize
9734,A346892,Dog,Adoption
9735,A331821,Dog,Return To Owner
9736,A384959,Other,Adoption
9737,A333023,Dog,Adoption
9738,A322343,Dog,Return To Owner
9739,A324571,Dog,Adoption
9740,A272354,Dog,Transfer
9741,A337112,Other,Transfer
9742,A329669,Cat,Adoption
9743,A339293,Cat,Adoption
9744,A302600,Cat,Adoption
9745,A347054,Dog,Adoption
9746,A361693,Other,Transfer
9747,A372626,Cat,Adoption
9748,A347035,Cat,Euthanize
9749,A339888,Cat,Transfer
9750,A327810,Cat,Adoption
9751,A370183,Other,Transfer
9752,A355893,Dog,Return To Owner
9753,A360695,Dog,Return To Owner
9754,A335207,Dog,Return To Owner
9755,A375141,Other,Transfer
9756,A279730,Dog,Return To Owner
9757,A306354,Dog,Adoption
9758,A382857,Dog,Return To Owner
9759,A374328,Dog,Return To Owner
9760,A367882,Dog,Adoption
9761,A310363,Dog,Adoption
9762,A326301,Dog,Return To Owner
9763,A367996,Cat,Euthanize
9764,A374314,Cat,Euthanize
9765,A357319,Dog,Return To Owner
9766,A300009,Dog,Return To Owner
9767,A374536,Dog,Return To Owner
9768,A337583,Cat,Adoption
9769,A343082,Cat,Return To Owner
9770,A326046,Dog,Return To Owner
9771,A333118,Dog,Adoption
9772,A313187,Cat,Adoption
9773,A329369,Dog,Adoption
9774,A319549,Dog,Return To Owner
9775,A311347,Dog,Return To Owner
9776,A327688,Dog,Adoption
9777,A306009,Dog,Transfer
9778,A320779,Dog,Adoption
9779,A387318,Cat,Transfer
9780,A391794,Cat,Adoption
9781,A247189,Dog,Return To Owner
9782,A362633,Other,Adoption
9783,A392207,Dog,Return To Owner
9784,A322216,Dog,Return To Owner
9785,A267544,Dog,Return To Owner
9786,A350866,Dog,Adoption
9787,A307521,Dog,Adoption
9788,A352673,Cat,Transfer
9789,A326910,Dog,Euthanize
9790,A373233,Other,Euthanize
9791,A315594,Cat,Adoption
9792,A330916,Dog,Return To Owner
9793,A303174,Dog,Adoption
9794,A299803,Dog,Return To Owner
9795,A303568,Dog,Adoption
9796,A383518,Cat,Adoption
9797,A391563,Cat,Euthanize
9798,A326298,Cat,Return To Owner
9799,A302040,Dog,Return To Owner
9800,A362721,Cat,Euthanize
9801,A379594,Dog,Adoption
